k,points,radius,akurasi
0.015,36.0,11.0,64.70588235294117
0.02,36.0,11.0,64.70588235294117
0.005,36.0,12.0,23.529411764705884
0.01,36.0,12.0,35.294117647058826
0.015,36.0,12.0,64.70588235294117
0.02,36.0,12.0,64.70588235294117
0.005,36.0,13.0,11.764705882352942
0.01,36.0,13.0,35.294117647058826
0.015,36.0,13.0,64.70588235294117
0.02,36.0,13.0,64.70588235294117
0.005,36.0,14.0,11.764705882352942
0.01,36.0,14.0,52.94117647058823
0.015,36.0,14.0,64.70588235294117
0.02,36.0,14.0,58.8235294117647
0.005,36.0,15.0,11.764705882352942
0.01,36.0,15.0,52.94117647058823
0.015,36.0,15.0,64.70588235294117
0.02,36.0,15.0,70.58823529411765
0.005,36.0,16.0,11.764705882352942
0.01,36.0,16.0,58.8235294117647
0.015,36.0,16.0,64.70588235294117
0.02,36.0,16.0,70.58823529411765
0.005,36.0,17.0,17.647058823529413
0.01,36.0,17.0,58.8235294117647
0.015,36.0,17.0,64.70588235294117
0.02,36.0,17.0,58.8235294117647
0.005,36.0,18.0,17.647058823529413
0.01,36.0,18.0,64.70588235294117
0.015,36.0,18.0,64.70588235294117
0.02,36.0,18.0,52.94117647058823
0.005,36.0,19.0,11.764705882352942
0.01,36.0,19.0,64.70588235294117
0.015,36.0,19.0,64.70588235294117
0.02,36.0,19.0,58.8235294117647
0.005,36.0,20.0,17.647058823529413
0.01,36.0,20.0,64.70588235294117
0.015,36.0,20.0,70.58823529411765
0.02,36.0,20.0,58.8235294117647
0.005,40.0,4.0,23.529411764705884
0.01,40.0,4.0,58.8235294117647
0.015,40.0,4.0,52.94117647058823
0.02,40.0,4.0,47.05882352941177
0.005,40.0,5.0,23.529411764705884
0.01,40.0,5.0,58.8235294117647
0.015,40.0,5.0,52.94117647058823
0.02,40.0,5.0,47.05882352941177
0.005,40.0,6.0,17.647058823529413
0.01,40.0,6.0,52.94117647058823
0.015,40.0,6.0,58.8235294117647
0.02,40.0,6.0,52.94117647058823
0.005,40.0,7.0,23.529411764705884
0.01,40.0,7.0,52.94117647058823
0.015,40.0,7.0,58.8235294117647
0.02,40.0,7.0,52.94117647058823
0.005,40.0,8.0,17.647058823529413
0.01,40.0,8.0,52.94117647058823
0.015,40.0,8.0,58.8235294117647
0.02,40.0,8.0,52.94117647058823
0.005,40.0,9.0,17.647058823529413
0.01,40.0,9.0,52.94117647058823
0.015,40.0,9.0,58.8235294117647
0.02,40.0,9.0,52.94117647058823
0.005,40.0,10.0,17.647058823529413
0.01,40.0,10.0,47.05882352941177
0.015,40.0,10.0,70.58823529411765
0.02,40.0,10.0,58.8235294117647
0.005,40.0,11.0,23.529411764705884
0.01,40.0,11.0,47.05882352941177
0.015,40.0,11.0,64.70588235294117
0.02,40.0,11.0,58.8235294117647
0.005,40.0,12.0,17.647058823529413
0.01,40.0,12.0,35.294117647058826
0.015,40.0,12.0,64.70588235294117
0.02,40.0,12.0,64.70588235294117
0.005,40.0,13.0,11.764705882352942
0.01,40.0,13.0,47.05882352941177
0.015,40.0,13.0,64.70588235294117
0.02,40.0,13.0,64.70588235294117
0.005,40.0,14.0,17.647058823529413
0.01,40.0,14.0,52.94117647058823
0.015,40.0,14.0,64.70588235294117
0.02,40.0,14.0,58.8235294117647
0.005,40.0,15.0,11.764705882352942
0.01,40.0,15.0,64.70588235294117
0.015,40.0,15.0,64.70588235294117
0.02,40.0,15.0,64.70588235294117
0.005,40.0,16.0,17.647058823529413
0.01,40.0,16.0,58.8235294117647
0.015,40.0,16.0,64.70588235294117
