k,points,radius,akurasi
0.02,24.0,20.0,54.54545454545455
0.005,28.0,4.0,45.45454545454545
0.01,28.0,4.0,36.36363636363637
0.015,28.0,4.0,22.727272727272727
0.02,28.0,4.0,13.636363636363637
0.005,28.0,5.0,63.63636363636363
0.01,28.0,5.0,36.36363636363637
0.015,28.0,5.0,27.272727272727273
0.02,28.0,5.0,13.636363636363637
0.005,28.0,6.0,63.63636363636363
0.01,28.0,6.0,40.90909090909091
0.015,28.0,6.0,27.272727272727273
0.02,28.0,6.0,13.636363636363637
0.005,28.0,7.0,54.54545454545455
0.01,28.0,7.0,45.45454545454545
0.015,28.0,7.0,27.272727272727273
0.02,28.0,7.0,13.636363636363637
0.005,28.0,8.0,40.90909090909091
0.01,28.0,8.0,59.09090909090909
0.015,28.0,8.0,36.36363636363637
0.02,28.0,8.0,18.181818181818183
0.005,28.0,9.0,59.09090909090909
0.01,28.0,9.0,40.90909090909091
0.015,28.0,9.0,27.272727272727273
0.02,28.0,9.0,18.181818181818183
0.005,28.0,10.0,50.0
0.01,28.0,10.0,59.09090909090909
0.015,28.0,10.0,36.36363636363637
0.02,28.0,10.0,22.727272727272727
0.005,28.0,11.0,27.272727272727273
0.01,28.0,11.0,63.63636363636363
0.015,28.0,11.0,36.36363636363637
0.02,28.0,11.0,22.727272727272727
0.005,28.0,12.0,36.36363636363637
0.01,28.0,12.0,63.63636363636363
0.015,28.0,12.0,54.54545454545455
0.02,28.0,12.0,36.36363636363637
0.005,28.0,13.0,31.818181818181817
0.01,28.0,13.0,77.27272727272727
0.015,28.0,13.0,59.09090909090909
0.02,28.0,13.0,45.45454545454545
0.005,28.0,14.0,18.181818181818183
0.01,28.0,14.0,68.18181818181819
0.015,28.0,14.0,54.54545454545455
0.02,28.0,14.0,36.36363636363637
0.005,28.0,15.0,4.545454545454546
0.01,28.0,15.0,90.9090909090909
0.015,28.0,15.0,59.09090909090909
0.02,28.0,15.0,45.45454545454545
0.005,28.0,16.0,13.636363636363637
0.01,28.0,16.0,90.9090909090909
0.015,28.0,16.0,68.18181818181819
0.02,28.0,16.0,50.0
0.005,28.0,17.0,9.090909090909092
0.01,28.0,17.0,81.81818181818181
0.015,28.0,17.0,68.18181818181819
0.02,28.0,17.0,40.90909090909091
0.005,28.0,18.0,4.545454545454546
0.01,28.0,18.0,77.27272727272727
0.015,28.0,18.0,77.27272727272727
0.02,28.0,18.0,40.90909090909091
0.005,28.0,19.0,4.545454545454546
0.01,28.0,19.0,81.81818181818181
0.015,28.0,19.0,77.27272727272727
0.02,28.0,19.0,45.45454545454545
0.005,28.0,20.0,0.0
0.01,28.0,20.0,77.27272727272727
0.015,28.0,20.0,81.81818181818181
0.02,28.0,20.0,59.09090909090909
0.005,32.0,4.0,50.0
0.01,32.0,4.0,31.818181818181817
0.015,32.0,4.0,18.181818181818183
0.02,32.0,4.0,18.181818181818183
0.005,32.0,5.0,59.09090909090909
0.01,32.0,5.0,40.90909090909091
0.015,32.0,5.0,22.727272727272727
0.02,32.0,5.0,13.636363636363637
0.005,32.0,6.0,68.18181818181819
0.01,32.0,6.0,40.90909090909091
0.015,32.0,6.0,27.272727272727273
0.02,32.0,6.0,13.636363636363637
0.005,32.0,7.0,63.63636363636363
0.01,32.0,7.0,36.36363636363637
0.015,32.0,7.0,31.818181818181817
0.02,32.0,7.0,9.090909090909092
0.005,32.0,8.0,50.0
0.01,32.0,8.0,59.09090909090909
0.015,32.0,8.0,36.36363636363637
0.02,32.0,8.0,22.727272727272727
0.005,32.0,9.0,59.09090909090909
0.01,32.0,9.0,50.0
0.015,32.0,9.0,27.272727272727273
0.02,32.0,9.0,13.636363636363637
0.005,32.0,10.0,54.54545454545455
0.01,32.0,10.0,59.09090909090909
0.015,32.0,10.0,31.818181818181817
0.02,32.0,10.0,18.181818181818183
0.005,32.0,11.0,40.90909090909091
0.01,32.0,11.0,59.09090909090909
0.015,32.0,11.0,31.818181818181817
0.02,32.0,11.0,18.181818181818183
0.005,32.0,12.0,27.272727272727273
0.01,32.0,12.0,63.63636363636363
0.015,32.0,12.0,40.90909090909091
0.02,32.0,12.0,22.727272727272727
0.005,32.0,13.0,31.818181818181817
0.01,32.0,13.0,63.63636363636363
0.015,32.0,13.0,50.0
0.02,32.0,13.0,31.818181818181817
0.005,32.0,14.0,22.727272727272727
0.01,32.0,14.0,81.81818181818181
0.015,32.0,14.0,45.45454545454545
0.02,32.0,14.0,31.818181818181817
0.005,32.0,15.0,18.181818181818183
0.01,32.0,15.0,77.27272727272727
0.015,32.0,15.0,50.0
0.02,32.0,15.0,27.272727272727273
0.005,32.0,16.0,13.636363636363637
